title,release_date,multiplayer,age_criteria,rating_system,link,img,off_pct,original_price,discounted_price,star_rating,total_reviews,optimization,platforms,description,sales_title,scrape_timestamp
The Sims™ 4 Moschino Stuff Pack,2019-09-03,false,12+,IARC,https://www.xbox.com/en-in/games/store/the-sims-4-moschino-stuff-pack/BZJK8RKQRNKD,https://store-images.s-microsoft.com/image/apps.44628.63688879010092869.d147e3ae-99fc-4891-959f-7ea449c0e837.bc302f22-2dfe-4bac-97e3-60439583f0ee?w=200,30%,849.00,594.30,,,,"Xbox Series X|S, Xbox One",Moschino and creative director Jeremy Scott celebrate the launch of the latest Capsule Collection with pieces inspired by The Sims and their own ready-to-wear items including styles from past collections.,Countdown Sale,2023-12-30 12:16:56
The Sims™ 4 Movie Hangout Stuff,2019-02-19,false,12+,IARC,https://www.xbox.com/en-in/games/store/the-sims-4-movie-hangout-stuff/BTMWKT2TJQW6,https://store-images.s-microsoft.com/image/apps.3696.70418054710793599.10421667-b4fc-4198-88ed-d37def803cb0.ca638e12-7cc6-45c4-acf2-8503efdf4def?w=200,30%,849.00,594.30,,,,"Xbox Series X|S, Xbox One",Invite your friends over for a movie night and hangout in carefree style with The Sims™ 4 Movie Hangout Stuff.,Countdown Sale,2023-12-30 12:16:56
The Sims™ 4 Nifty Knitting Stuff Pack,2020-07-28,false,12+,IARC,https://www.xbox.com/en-in/games/store/the-sims-4-nifty-knitting-stuff-pack/9NVV53VV7NCK,https://store-images.s-microsoft.com/image/apps.43339.14457499526977012.38e5dbfe-cb19-419a-b1c7-02a299d8d0fb.3bbebff5-99ad-4410-bbc2-3078c101f544?w=200,30%,849.00,594.30,,,,"Xbox Series X|S, Xbox One","Grab the yarn and knitting needles—in The Sims™ 4 Nifty Knitting Stuff Pack*, Sims can craft their own clothes, toys, and home decor! Take a seat in a new rocking chair and start creating now. When you’re done, rock your handcrafted styles or sell them on the new online shopping platform, Plopsy.",Countdown Sale,2023-12-30 12:16:56
The Sims™ 4 Outdoor Retreat,2018-12-04,false,12+,IARC,https://www.xbox.com/en-in/games/store/the-sims-4-outdoor-retreat/BRRFGTQX27RV,https://store-images.s-microsoft.com/image/apps.27871.69282358680719103.d04eafc9-6a2a-4832-94b8-5fea3fae6526.a61c09bf-9150-4e98-a5ba-a90a7608a868?w=200,30%,"1,499.00","1,049.30",,,,"Xbox Series X|S, Xbox One","Take your Sims camping and explore the all-new destination of Granite Falls in The Sims 4 Outdoor Retreat! Venture into the deep woods to discover new surprises, including dangerous and wondrous herbs, new species of fish, creepy insects and…bears?",Countdown Sale,2023-12-30 12:16:56
The Sims™ 4 Paranormal Stuff Pack,2021-01-26,false,12+,IARC,https://www.xbox.com/en-in/games/store/the-sims-4-paranormal-stuff-pack/9PGZD4474TV5,https://store-images.s-microsoft.com/image/apps.30533.14242165022794146.5d7623e2-3880-495f-97ff-143732194d6b.804f2114-3874-4975-861f-9a843ab6c51b?w=200,30%,849.00,594.30,,,,"Xbox Series X|S, Xbox One","Light the candles and prepare the rituals to appease your ghastly new roommates in The Sims™ 4 Paranormal Stuff Pack*! Spectral guests cause mischief and mayhem on Haunted House Lots, but Sims can perform a séance, befriend Guidry the Ghost, become a Paranormal Investigator, and restore order.",Countdown Sale,2023-12-30 12:16:56
The Sims™ 4 Parenthood,2018-06-19,false,12+,IARC,https://www.xbox.com/en-in/games/store/the-sims-4-parenthood/C23W7D7745LT,https://store-images.s-microsoft.com/image/apps.13133.65826033806990046.ed94f53f-a512-4095-a80a-8194169d066b.1b872f49-8748-4925-92f8-4e013390c43d?w=200,30%,"1,499.00","1,049.30",,,,"Xbox Series X|S, Xbox One",Develop your Sim’s parenting skills to help shape their children’s lives into adulthood with The Sims™ 4 Parenthood.,Countdown Sale,2023-12-30 12:16:56
The Sims™ 4 Perfect Patio Stuff,2017-11-17,false,12+,IARC,https://www.xbox.com/en-in/games/store/the-sims-4-perfect-patio-stuff/BQ1Q0BC159Q7,https://store-images.s-microsoft.com/image/apps.4180.68325323954527648.05cc58da-49bd-40da-bca2-a7e7f7da95dd.becdbf00-6025-481d-a37b-7fe0b7c18a16?w=200,30%,849.00,594.30,,,,"Xbox Series X|S, Xbox One",Add hot tubs to create the perfect outdoor space for your Sim’s home with The Sims™ 4 Perfect Patio Stuff!,Countdown Sale,2023-12-30 12:16:56
The Sims™ 4 Realm of Magic,2019-10-15,false,12+,IARC,https://www.xbox.com/en-in/games/store/the-sims-4-realm-of-magic/9PJ1KHLWR366,https://store-images.s-microsoft.com/image/apps.40591.14220949169041881.54d62588-05ba-4097-8270-a06a2753e7b9.f512993b-2b6c-4328-a829-42beb3070517?w=200,30%,"1,499.00","1,049.30",,,,"Xbox Series X|S, Xbox One",Explore a supernatural world and master the art of wizardry in The Sims™ 4 Realm of Magic.*,Countdown Sale,2023-12-30 12:16:56
The Sims™ 4 Romantic Garden Stuff,2018-02-06,false,12+,IARC,https://www.xbox.com/en-in/games/store/the-sims-4-romantic-garden-stuff/C1MXT06VNZR0,https://store-images.s-microsoft.com/image/apps.58510.64974278064323841.f559ce51-e685-4820-b76b-d84940d0ceb4.f9e32171-445e-4608-9605-08305eb717be?w=200,100%,849.00,0.00,4.3,58,,"Xbox Series X|S, Xbox One",Build a lush Victorian garden for your Sims to embrace romance and discover a bit of mystery with The Sims™ 4 Romantic Garden Stuff.,Countdown Sale,2023-12-30 12:16:56
The Sims™ 4 Spa Day Game Pack,2019-04-18,false,12+,IARC,https://www.xbox.com/en-in/games/store/the-sims-4-spa-day-game-pack/BZML7G4D84S4,https://store-images.s-microsoft.com/image/apps.33886.63774372673743235.d97c813e-d8fe-4adf-b984-56e78480ab27.9f22d60f-2130-4232-9815-01e9f94960d7?w=200,30%,"1,499.00","1,049.30",,,,"Xbox Series X|S, Xbox One",Treat your Sims to a day of pampering with The Sims™ 4 Spa Day Game Pack Refresh*.,Countdown Sale,2023-12-30 12:16:56
The Sims™ 4 Spooky Stuff,2018-10-02,false,12+,IARC,https://www.xbox.com/en-in/games/store/the-sims-4-spooky-stuff/BRLB8TW54RW2,https://store-images.s-microsoft.com/image/apps.20426.69805153204435071.c944e2f3-11d9-47f2-9b42-1c0b02c69d08.605f4f50-c568-4d83-a4f5-ea791b13ddb1?w=200,30%,849.00,594.30,,,,"Xbox Series X|S, Xbox One",Carve pumpkins to decorate your Sim’s spooky party and see what fun you can scare up with The Sims 4 Spooky Stuff.,Countdown Sale,2023-12-30 12:16:56
The Sims™ 4 StrangerVille,2019-05-14,false,12+,IARC,https://www.xbox.com/en-in/games/store/the-sims-4-strangerville/BWCNK43VQG1G,https://store-images.s-microsoft.com/image/apps.10759.72007463300093459.d084033f-9a3c-4b4d-b7da-c44684ea34c8.b94bad4c-7170-410d-9ad6-8473f1668e94?w=200,30%,"1,499.00","1,049.30",,,,"Xbox Series X|S, Xbox One","Start your investigation and solve the mystery of a desert town that holds a deep, dark secret in The Sims™ 4 StrangerVille.",Countdown Sale,2023-12-30 12:16:56
The Sims™ 4 Tiny Living Stuff Pack,2020-02-04,false,12+,IARC,https://www.xbox.com/en-in/games/store/the-sims-4-tiny-living-stuff-pack/9MWN1ZNGM7MV,https://store-images.s-microsoft.com/image/apps.51323.13840508992344223.53295139-5d71-4242-94f2-72383023f5c7.e61a9001-53c0-44fd-a230-61b28038ac43?w=200,30%,849.00,594.30,,,,"Xbox Series X|S, Xbox One","Think big, build small. Create the tiny, comfy home of your Sims’ dreams with The Sims™ 4 Tiny Living Stuff Pack*!",Countdown Sale,2023-12-30 12:16:56
The Sims™ 4 Toddler Stuff,2018-05-22,false,12+,IARC,https://www.xbox.com/en-in/games/store/the-sims-4-toddler-stuff/C1XPFZ9PC98L,https://store-images.s-microsoft.com/image/apps.36974.65716827501440473.e5bfe41b-ad12-4770-adf9-f6227af2876e.e290e4c0-e4be-4108-a92e-081f825cad0f?w=200,30%,849.00,594.30,,,,"Xbox Series X|S, Xbox One","Give your toddlers new ways to express their personalities, burn off energy, and make friends with The Sims 4 Toddler Stuff.",Countdown Sale,2023-12-30 12:16:56
The Sims™ 4 Vampires,2017-11-14,false,12+,IARC,https://www.xbox.com/en-in/games/store/the-sims-4-vampires/BR7RSK7MJBJ6,https://store-images.s-microsoft.com/image/apps.35188.69586115146250617.b1e3d6c0-67ab-4d07-b219-ef69602d88e3.8cc593e4-2a53-4bc2-8435-e50ffaf5afb1?w=200,30%,"1,499.00","1,049.30",,,,"Xbox Series X|S, Xbox One",Transform your Sims into powerful vampires and live for eternity in an eerie new destination with The Sims™ 4 Vampires.,Countdown Sale,2023-12-30 12:16:56
The Sims™ 4 Vintage Glamour Stuff,2017-11-14,false,12+,IARC,https://www.xbox.com/en-in/games/store/the-sims-4-vintage-glamour-stuff/C18W2XD7T73K,https://store-images.s-microsoft.com/image/apps.41738.64774218413275336.7c416a10-94d1-4c70-976d-6a7f2e50011a.b1fb03d8-d9d7-48f9-a6dc-ddc4e6c7bc05?w=200,30%,849.00,594.30,,,,"Xbox Series X|S, Xbox One",Indulge your Sims in the glamorous life and treat them to an elegant new look with The Sims™ 4 Vintage Glamour Stuff.,Countdown Sale,2023-12-30 12:16:56
Sine Mora EX,2017-08-08,true,12+,Microsoft,https://www.xbox.com/en-in/games/store/sine-mora-ex/C07MPPVTXVVZ,https://store-images.s-microsoft.com/image/apps.54956.64685437728184486.c9d12960-acf8-4c00-8c8e-550e985442da.71a6a2d9-fec0-40f2-96dd-582f03bba56d?w=200,90%,"1,120.00",112.00,,,,"Xbox Series X|S, Xbox One","Sine Mora is a side-scrolling shoot'em up that provides a unique challenge, where time is the ultimate factor.",Countdown Sale,2023-12-30 12:16:56
The Elder Scrolls V: Skyrim Anniversary Edition,2021-11-11,false,18+,IARC,https://www.xbox.com/en-in/games/elder-scrolls-v-skyrim#purchaseoptions,https://store-images.s-microsoft.com/image/apps.19255.13586736676110446.c8b376ae-5aab-4806-b3fc-2e7fb6cba918.3bc4ca25-6acf-4895-a222-919b46972b1b?w=200,60%,"3,199.00","1,279.60",3,8,Optimised for Xbox Series X|S,"Xbox Series X|S, Xbox One","Winner of more than 200 Game of the Year Awards, The Elder Scrolls V: Skyrim celebrates 10 years of adventuring in stunning detail.",Countdown Sale,2023-12-30 12:16:56
The Elder Scrolls V: Skyrim Special Edition,2016-10-28,false,18+,IARC,https://www.xbox.com/en-in/games/store/the-elder-scrolls-v-skyrim-special-edition/BQ1W1T1FC14W,https://store-images.s-microsoft.com/image/apps.64810.68326442227858632.03782b23-7f26-4a8e-ba87-177bdf2c3c90.fdefe49f-270c-44e5-b660-6d7764b37f0f?w=200,80%,"2,499.00",499.80,3.2,128,Optimised for Xbox Series X|S,"Xbox Series X|S, Xbox One","Winner of more than 200 Game of the Year Awards, The Elder Scrolls V: Skyrim Special Edition brings the epic fantasy to life in stunning detail.",Countdown Sale,2023-12-30 12:16:56
Slaycation Paradise,2022-10-01,false,16+,IARC,https://www.xbox.com/en-in/games/store/slaycation-paradise/9PLLFN26L2LC,https://store-images.s-microsoft.com/image/apps.38014.14315373146404184.c05bff87-36af-42c7-bd8d-6c3b26256cc0.9b627b00-888d-4de9-a824-7f00ef6a9a4c?w=200,70%,"1,099.00",329.70,,,,"Xbox Series X|S, Xbox One",Are you tired of the same boring old vacations? Then boy have we got the tonic for you! Slaycation Paradise offers the ultimate in multi-dimensional apocalyptic tours. Slay away your worries with Twin-Stick action mixed with Tower Defence as you visit the end-of-world scenarios of your dreams!,Countdown Sale,2023-12-30 12:16:56
Sleeping Dogs™ Definitive Edition,2014-10-10,false,18+,IARC,https://www.xbox.com/en-in/games/store/sleeping-dogs-definitive-edition/BS2S6B326WJD,https://store-images.s-microsoft.com/image/apps.27657.69516029925336975.e3cb0155-71cd-4799-bed4-63da86cce109.61267421-c294-418d-98ad-81f696989b4f?w=200,85%,"3,500.00",525.00,4.8,37,,"Xbox Series X|S, Xbox One","You are Wei Shen, an undercover cop trying to take down the notorious Triads from the inside. The Definitive Edition of the award winning open world action adventure, rebuilt and remastered for Xbox One.",Countdown Sale,2023-12-30 12:16:56
Slender: The Arrival,2023-10-17,false,12+,IARC,https://www.xbox.com/en-in/games/store/slender-the-arrival/9N7TVGWPQ91H,https://store-images.s-microsoft.com/image/apps.48389.14057643592107254.78b3a439-42d4-4583-9f2f-88c31d986b2a.4a2c8809-8931-4c53-8ee6-07fa536930b7?w=200,35%,"1,099.00",714.35,,,Optimised for Xbox Series X|S,"Xbox Series X|S, Xbox One",Slender Man returns more terrifying than ever. Relive the horror all over again with cutting edge visuals for the 10th Anniversary Update and experience survival horror at its finest. You're on your own. No one to help you. No one to hear you scream.,Countdown Sale,2023-12-30 12:16:56
Sniper Elite 5,2022-05-26,true,16+,IARC,https://www.xbox.com/en-in/games/store/sniper-elite-5/9PP8Q82H79LC,https://store-images.s-microsoft.com/image/apps.34732.14329012547000484.7cb39222-264a-4c98-a0f1-007c4e95f1e1.d7d5968f-4e09-4b2b-aea5-ea36b059cec1?w=200,60%,"3,249.00","1,299.60",4,51,Optimised for Xbox Series X|S,"Xbox Series X|S, Xbox One, PC","The award-winning series returns as Karl Fairburne fights to uncover Project Kraken in 1944 France. The genre-defining authentic sniping, with enhanced kill cam, has never looked or felt better as you fight across immersive maps to stop the Nazi war machine in its tracks.",Countdown Sale,2023-12-30 12:16:56
Sniper Elite 5 Deluxe Edition,2022-05-26,true,16+,IARC,https://www.xbox.com/en-in/games/store/sniper-elite-5-deluxe-edition/9PC65MVQHLGC,https://store-images.s-microsoft.com/image/apps.19096.14175604318556728.9caa83da-cc3d-494b-ade7-178aa6c3c303.6781aab7-2e81-4ddf-8f4f-19736296ef5b?w=200,60%,"4,899.00","1,959.60",,,Optimised for Xbox Series X|S,"Xbox Series X|S, Xbox One, PC",The Sniper Elite 5 Deluxe Edition includes:• Base Game• Season Pass OneSeason Pass One comes fully loaded with:• 2 Campaign Missions• 6 Weapon Packs• 2 Weapon Skin Packs• 2 Character Skin Packs• Target Führer - Wolf Mountain,Countdown Sale,2023-12-30 12:16:56
Sniper Ghost Warrior Contracts,2019-11-22,true,18+,IARC,https://www.xbox.com/en-in/games/store/sniper-ghost-warrior-contracts/9PFBBLC9MBDF,https://store-images.s-microsoft.com/image/apps.15698.14208342352881746.89ee1ada-8cf9-484c-b26b-6d1ef837bc0b.3152ce27-086b-446a-afa9-b1aa335cac76?w=200,80%,"2,174.00",434.80,,,,"Xbox Series X|S, Xbox One","Become the ultimate assassin in the most realistic modern warfare sniping game available. Engage in an immersive single-player campaign across large, open-ended maps. Tactical thinking, stealth approach and precision in execution of long shots required.",Countdown Sale,2023-12-30 12:16:56
Sniper Ghost Warrior Contracts 2,2021-06-04,false,18+,IARC,https://www.xbox.com/en-in/games/store/sniper-ghost-warrior-contracts-2/9NV8BWGH15GN,https://store-images.s-microsoft.com/image/apps.26838.14403486953530579.8b4d5859-c0ba-42f4-a4b1-7157a546eaa8.89013b87-c493-4a18-9bd4-700b28776012?w=200,75%,"2,499.00",624.75,4,5,,"Xbox Series X|S, Xbox One","Sniper Ghost Warrior players have never taken down targets from such extreme distances before. Sniper Ghost Warrior Contracts 2 introduces fans to a dramatic single-player campaign where the stakes are at their highest, deep inside enemy territory.",Countdown Sale,2023-12-30 12:16:56
SnowRunner,2021-05-18,false,3+,IARC,https://www.xbox.com/en-in/games/store/snowrunner/9PNRSC0J6DT8,https://store-images.s-microsoft.com/image/apps.25998.14338464553682385.1a51ad2e-014e-44df-bbf5-a9a8e7392c91.20dbf658-1bb8-4aee-a61f-66b15f41ac86?w=200,60%,"2,499.00",999.60,2.8,38,Optimised for Xbox Series X|S,"Xbox Series X|S, Xbox One",Get ready for the next-generation off-road experience! SnowRunner puts you in the driver’s seat of powerful vehicles as you conquer extreme open environments with the most advanced terrain simulation ever.,Countdown Sale,2023-12-30 12:16:56
Sonic Colours: Ultimate,2021-09-07,true,7+,IARC,https://www.xbox.com/en-in/games/store/sonic-colours-ultimate/9P6QH9KLFHWF,https://store-images.s-microsoft.com/image/apps.58266.14615257276735916.b3339586-4f03-4b2e-80f5-5250b3ba8a4e.0d4c7c7e-fecc-4406-9ff7-5b83cdd4a64a?w=200,60%,"2,999.00","1,199.60",,,,"Xbox Series X|S, Xbox One",The evil Dr. Eggman has built an interstellar amusement park – but he’s powering it with a captured alien race called “Wisps.” Use Sonic’s speed to free the Wisps and gain their amazing powers as you explore six colourful unique worlds.,Countdown Sale,2023-12-30 12:16:56
Sonic Frontiers Digital Deluxe Edition,2022-11-08,false,7+,IARC,https://www.xbox.com/en-in/games/store/sonic-frontiers-digital-deluxe-edition/9ND82BSMPZQM,https://store-images.s-microsoft.com/image/apps.40548.13553404889456196.128399ac-41e2-435b-bdc8-378bab1bda46.52e5170d-6862-4bed-b283-0f4d2bdb2dd1?w=200,60%,"3,999.00","1,599.60",4.2,5,Optimised for Xbox Series X|S,"Xbox Series X|S, Xbox One","Experience Sonic Like Never Before! Worlds are colliding in Sonic the Hedgehog’s newest high-speed adventure! In search of the missing Chaos emeralds, Sonic becomes stranded on an ancient island teeming with unusual creatures.",Countdown Sale,2023-12-30 12:16:56
Sonic Origins,2022-06-22,true,3+,IARC,https://www.xbox.com/en-in/games/store/sonic-origins/9MZ9D58RNDTF,https://store-images.s-microsoft.com/image/apps.43646.13878781964894300.8417f994-dafb-4219-91d8-065152200731.3699f5b0-7a36-46c9-931a-99053666fe01?w=200,35%,"2,497.00","1,623.05",4.4,5,Smart Delivery,"Xbox Series X|S, Xbox One",Classic Sonic Re-Defined,Countdown Sale,2023-12-30 12:16:56
SONIC SUPERSTARS,2023-10-17,true,3+,IARC,https://www.xbox.com/en-in/games/store/sonic-superstars/9NL9H587WGMJ,https://store-images.s-microsoft.com/image/apps.42049.13715845469587517.60dedf91-7527-4ab4-8e98-0071e0f068f6.8c7b5656-7baf-438e-b6b0-322051df5d5b?w=200,30%,"4,399.01","3,079.30",4.4,17,Optimised for Xbox Series X|S,"Xbox Series X|S, Xbox One","Adventure through the mystical Northstar Islands in this all-new take on classic 2D Sonic high-speed action platforming. Play as Sonic, Tails, Knuckles, and Amy and harness all-new Emerald powers to move and attack in dynamic new ways.",Countdown Sale,2023-12-30 12:16:56
Soul Hackers 2 - Digital Deluxe Edition,2022-08-26,false,16+,IARC,https://www.xbox.com/en-in/games/store/soul-hackers-2---digital-deluxe-edition/9N3D2N2JNWQM,https://store-images.s-microsoft.com/image/apps.51870.13934525943668948.7051ae7e-7562-4297-848d-31425f297525.f9850624-53f1-4160-9796-3d5e30e2fb9f?w=200,65%,"3,999.00","1,399.65",,,,"Xbox Series X|S, Xbox One, PC","The Soul Hackers 2 - Digital Deluxe Edition includes:- Soul Hackers 2- Bonus Story Arc: The Lost Numbers- Booster Item Pack*For more information on each DLC item, please refer to their individual listings.By using this product, you agree to this EULA: https://www.sega.com/EULA.",Countdown Sale,2023-12-30 12:16:56
SOULCALIBUR VI,2018-10-19,true,16+,IARC,https://www.xbox.com/en-in/games/store/soulcalibur-vi/C3V22FQD8N84,https://store-images.s-microsoft.com/image/apps.64256.66844059373005859.084edff3-e994-44d9-8b5e-a9ead1faff94.e8441619-aa72-45d1-ae8c-c98af2c88016?w=200,85%,"5,830.00",874.50,,,,"Xbox Series X|S, Xbox One","Bring more than your fists to the fight! SOULCALIBUR VI represents the latest entry in the premier weapons-based, head-to-head fighting series. The heroic 3D battles transpire in a beautiful and fluid world, with eye-popping graphics and visual appeal.",Countdown Sale,2023-12-30 12:16:56
Soulstice: Deluxe Edition,2022-11-28,false,16+,IARC,https://www.xbox.com/en-in/games/store/soulstice-deluxe-edition/9NGTPDZWT3VZ,https://store-images.s-microsoft.com/image/apps.44650.13638806403200666.2274b782-7238-41d6-808f-d0108c2c08a3.da9e9721-7f8d-492b-8c2a-d214ff922af7?w=200,50%,"2,724.00","1,362.00",,,,"Xbox Series X|S, Xbox One","Explore a dark world brimming with hidden mysteries, master a diverse combat system, and inhabit the dual forces of two sisters in a coming-of-age dark fantasy story with fast-paced action, vicious enemies, and spectacular boss fights.",Countdown Sale,2023-12-30 12:17:00
South Park™: The Fractured but Whole™ - Gold Edition,2017-10-17,false,18+,IARC,https://www.xbox.com/en-in/games/store/south-park-the-fractured-but-whole---gold-edition/BXRGHTQFK7XQ,https://store-images.s-microsoft.com/image/apps.58950.63233108147381413.b861de4b-9979-4b0f-afea-d0a793dcb8d0.f63dbf73-f50c-4a94-8912-e458d2c46245?w=200,75%,"5,000.00","1,250.00",,,,"Xbox Series X|S, Xbox One","In this new opus, from the creators of South Park, assume the role of the New Kid and join South Park favorites in a new hilarious and outrageous RPG adventure.",Countdown Sale,2023-12-30 12:17:00
Sparklite,2019-11-14,false,7+,IARC,https://www.xbox.com/en-in/games/store/sparklite/9N36DLDC7ZR4,https://store-images.s-microsoft.com/image/apps.30672.13937968947534277.72742737-7923-4a3b-b154-0ab994b79b2f.c7dc6324-7d63-46d2-8482-8e24205d4f61?w=200,80%,"1,299.00",259.80,,,,"Xbox Series X|S, Xbox One","Sparklite is an action-adventure set in the whimsical and ever-changing land of Geodia. Battle foes in top-down action using an arsenal of gadgets, guns, and gear.",Countdown Sale,2023-12-30 12:17:00
SpellForce III Reforced,2022-06-07,true,18+,IARC,https://www.xbox.com/en-in/games/store/spellforce-iii-reforced/9P46PKQ6C9H3,https://store-images.s-microsoft.com/image/apps.33800.14594511939697558.aa8b7f95-b20d-4f72-a3a4-46002231a4cb.97492fa2-b4ef-4f33-90e7-efcbb8eed568?w=200,45%,"2,499.00","1,374.45",,,,"Xbox Series X|S, Xbox One","SpellForce III Reforced is a unique mix of an epic RPG storyline blended with accessible real-time strategy elements, designed to offer a riveting console experience to fans and newcomers alike.It is the year 518.",Countdown Sale,2023-12-30 12:17:00
Spirit of the North: Enhanced Edition,2023-12-01,false,7+,IARC,https://www.xbox.com/en-in/games/store/spirit-of-the-north-enhanced-edition/9MVL42NJFVZ2,https://store-images.s-microsoft.com/image/apps.28462.13861734152045967.56f8a6b3-4b54-46c1-82f0-aa8892021972.7ac3c690-4eec-4346-b3bb-1f3b7ebbac3d?w=200,80%,"1,349.00",269.80,3.7,71,Optimised for Xbox Series X|S,"Xbox Series X|S, Xbox One, PC",Awaken the Spirit of the North and start your journey. Set out on a beautiful and meaningful adventure across landscapes inspired by those in Iceland.,Countdown Sale,2023-12-30 12:17:00
Spitlings,2020-08-04,true,7+,IARC,https://www.xbox.com/en-in/games/store/spitlings/9NLHVPP750F6,https://store-images.s-microsoft.com/image/apps.22437.13711655406260883.37597891-2349-4e8b-865d-6c7cd75b9705.758094b5-9e6b-400e-8b26-e3bea3409c33?w=200,80%,824.00,164.80,,,,"Xbox Series X|S, Xbox One",Spitlings is a a chaotic action arcade game for one to four players. It puts you in control of the titular Spitlings: charming rectangular creatures with teeth they can spit at bubbles or use to jump!,Countdown Sale,2023-12-30 12:17:00
Split/Second,2010-05-25,false,3+,Microsoft,https://www.xbox.com/en-in/games/store/splitsecond/BXW02MW8K8T1,https://store-images.s-microsoft.com/image/apps.63265.63304587485156736.a554dc6f-d005-4660-b44e-fca06231a19c.6a04ebe5-7e9a-46cb-81e5-975b81452a67?w=200,75%,999.00,249.75,4.6,8,,"Xbox Series X|S, Xbox One","Split/Second is an intense arcade racing game set within the universe of a mega-budget, prime-time reality TV show. Contestants race to be the 1st across the finish line in a made-for-TV city built for destruction, with the ultimate goal of becoming the season champion.",Countdown Sale,2023-12-30 12:17:00
SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated,2020-06-23,true,7+,IARC,https://www.xbox.com/en-in/games/store/spongebob-squarepants-battle-for-bikini-bottom---rehydrated/C35S5BRNWL70,https://store-images.s-microsoft.com/image/apps.40222.66394081637378885.1b8eef28-f559-4464-8156-41c72b4e0e9e.d6077298-f9c6-4b9e-bde6-f500ee9f43f6?w=200,65%,"1,474.00",515.90,4.6,10,,"Xbox Series X|S, Xbox One","Are you ready, kids? The cult classic is back, faithfully remade in spongetastic splendor! Play as SpongeBob, Patrick and Sandy and show the evil Plankton that crime pays even less than Mr. Krabs. Want to save Bikini Bottom from lots of rampant robots? Of course you do!",Countdown Sale,2023-12-30 12:17:00
Spyro™ + Crash Remastered Game Bundle,2018-11-13,false,3+,Microsoft,https://www.xbox.com/en-in/games/store/spyro--crash-remastered-game-bundle/C00V66BW6K1X,https://store-images.s-microsoft.com/image/apps.55645.64533093535111385.89bab9cf-6de3-437d-93b6-a2b383cd3317.9488762a-b24d-44db-b205-d680d248af9a?w=200,60%,"5,000.00","2,000.00",,,,"Xbox Series X|S, Xbox One","Your favourite Dragon and Bandicoot are back! With the Spyro™ + Crash Remastered Game Bundle, you get two fully remastered trilogies for a total of six iconic games.Includes:- Spyro™ the Dragon- Spyro™ 2: Ripto's Rage!",Countdown Sale,2023-12-30 12:17:00
Spyro™ Reignited Trilogy,2018-11-13,false,3+,Microsoft,https://www.xbox.com/en-in/games/store/spyro-reignited-trilogy/BWHFZNSL0PB5,https://store-images.s-microsoft.com/image/apps.7878.71510837884329922.e091ebfc-ee9a-468a-b6e5-327d0f0d0974.ad149242-54a5-4f51-ab66-14ecde79d7d8?w=200,65%,"2,750.00",962.50,4.3,6,,"Xbox Series X|S, Xbox One","Same sick burns, same smoldering attitude, now all scaled up in stunning HD, Spyro is back in the Spyro™ Reignited Trilogy! Rekindle the fire with the original three games, Spyro™ the Dragon, Spyro™ 2: Ripto's Rage! and Spyro™: Year of the Dragon, all in fully-remastered glory.",Countdown Sale,2023-12-30 12:17:00
Stacking,2011-02-09,false,7+,IARC,https://www.xbox.com/en-in/games/store/stacking/C042M8GWKS34,https://store-images.s-microsoft.com/image/apps.48353.64615060725861697.1098676d-1037-4efe-b5a3-bdc0a5c1df21.c0d431e3-2a67-41f6-9c5b-7c0dec1a5560?w=200,80%,700.00,140.00,,,,"Xbox Series X|S, Xbox One","From Tim Schafer’s Double Fine Productions, explore a vintage world inhabited by living Russian stacking dolls as you jump into more than 100 unique dolls and use their special abilities to solve a wide variety of puzzles & challenges.",Countdown Sale,2023-12-30 12:17:00
STAR OCEAN THE DIVINE FORCE,2022-06-30,false,12+,IARC,https://www.xbox.com/en-in/games/store/star-ocean-the-divine-force/9NQS5Z93H18N,https://store-images.s-microsoft.com/image/apps.52498.13763536664538375.1194c76e-c4bb-431e-a1ad-48b74b849bc8.04c9c3db-dfce-4aed-afa4-c7b83ffe86ab?w=200,50%,"3,999.00","1,999.50",,,,"Xbox Series X|S, Xbox One",A Star Ocean 25th Anniversary commemorative product.At the end of infinite space…When our two heroes cross pathsThe fate of the universe awakens,Countdown Sale,2023-12-30 12:17:00
STAR OCEAN THE DIVINE FORCE DIGITAL DELUXE EDITION,2022-11-30,false,12+,IARC,https://www.xbox.com/en-in/games/store/star-ocean-the-divine-force-digital-deluxe-edition/9N8HNB1BSNJH,https://store-images.s-microsoft.com/image/apps.19056.14044655189846040.10daad55-593b-4870-850d-27fc98de1ebd.2cf3a801-36b5-43fe-8452-f67caa11569e?w=200,50%,"5,299.00","2,649.50",,,,"Xbox Series X|S, Xbox One","A Star Ocean 25th Anniversary commemorative product.STAR OCEAN THE DIVINE FORCE DIGITAL DELUXE EDITIONIncludes all the beautiful pieces composed for the game’s soundtrack.You'll also be able to obtain in-game items with special abilities, which will work to your favour on your adventure.",Countdown Sale,2023-12-30 12:17:00
